
Nucleus Sphericity
 ==================== 
Nucleus Sphericity,Unit,Category,Time,Default Labels,CellID,ID,
0.644773,,Nucleus,1,ATM,1,100000000,
0.654458,,Nucleus,1,ATM,2,100000001,
0.650539,,Nucleus,1,TVC,4,100000003,
0.6492,,Nucleus,1,TVC,5,100000004,
0.638214,,Nucleus,1,TVC,7,100000006,
0.644644,,Nucleus,1,TVC,8,100000007,
