
Cell Cytoplasm Volume
 ==================== 
Cell Cytoplasm Volume,Unit,Category,Time,Default Labels,ID,
4164.15,um^3,Cell,1,ATM,0,
3841.52,um^3,Cell,1,TVC,1,
2363.4,um^3,Cell,1,TVC,2,
4202.02,um^3,Cell,1,ATM,3,
