
Cell Area
 ==================== 
Cell Area,Unit,Category,Time,Default Labels,ID,
981.222,um^2,Cell,1,TVC,0,
813.279,um^2,Cell,1,TVC,1,
1061.48,um^2,Cell,1,TVC,2,
834.152,um^2,Cell,1,TVC,3,
2489.13,um^2,Cell,1,ATM,4,
2802.43,um^2,Cell,1,ATM,5,
