
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
6.44108,um,Surface,1,ATMgroup,0,
6.90124,um,Surface,1,TVCgroup,2,
