
Nucleus Area
 ==================== 
Nucleus Area,Unit,Category,Time,Default Labels,CellID,ID,
200.693,um^2,Nucleus,1,TVC,0,100000000,
141.861,um^2,Nucleus,1,TVC,1,100000001,
205.675,um^2,Nucleus,1,TVC,2,100000002,
137.91,um^2,Nucleus,1,TVC,4,100000004,
447.991,um^2,Nucleus,1,ATM,7,100000007,
490.582,um^2,Nucleus,1,ATM,8,100000008,
