
Nucleus Ellipsoid Axis Length A
 ==================== 
Nucleus Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,CellID,ID,
2.80736,um,Nucleus,1,TVC,1,100000000,
2.12478,um,Nucleus,1,TVC,2,100000001,
2.63019,um,Nucleus,1,TVC,3,100000002,
2.06401,um,Nucleus,1,TVC,4,100000003,
3.69985,um,Nucleus,1,ATM,5,100000004,
3.56621,um,Nucleus,1,ATM,6,100000005,
