
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
13.7148,19.5215,119.666,um,Surface,BoundingBoxOO Length,1,ATMgroup,4,
14.7969,22.332,43.6064,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
