
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.185601,-0.979061,-0.0836208,um,Surface,Ellipsoid Axis C,1,ATM,6,
-0.98775,0.092214,0.125881,um,Surface,Ellipsoid Axis C,1,TVCgroup,0,
