
Nucleus Ellipticity (oblate)
 ==================== 
Nucleus Ellipticity (oblate),Unit,Category,Time,Default Labels,CellID,ID,
0.315385,,Nucleus,1,TVC,1,100000000,
0.63262,,Nucleus,1,TVC,2,100000001,
0.41327,,Nucleus,1,TVC,3,100000002,
0.414759,,Nucleus,1,ATM,0,100000003,
