
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
97.8901,105.997,7.60222,um,Cell,Cell Center of Homogeneous Mass,1,ATM,0,
53.2164,37.2972,-33.4462,um,Cell,Cell Center of Homogeneous Mass,1,TVC,1,
55.9846,44.6736,-25.5978,um,Cell,Cell Center of Homogeneous Mass,1,TVC,2,
56.1519,54.8107,-20.3094,um,Cell,Cell Center of Homogeneous Mass,1,TVC,3,
