
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
16.1788,um,Surface,1,TVCgroup,0,
11.5516,um,Surface,1,ATMgroup,4,
