
Cell Ellipsoid Axis Length C
 ==================== 
Cell Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
8.90412,um,Cell,1,TVC,2,
9.03821,um,Cell,1,TVC,3,
9.43234,um,Cell,1,TVC,6,
8.72296,um,Cell,1,TVC,7,
18.4764,um,Cell,1,ATM,10,
20.0932,um,Cell,1,ATM,11,
