
Nucleus Ellipsoid Axis Length B
 ==================== 
Nucleus Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,CellID,ID,
2.91322,um,Nucleus,1,TVC,2,100000002,
3.59943,um,Nucleus,1,TVC,3,100000003,
3.58211,um,Nucleus,1,TVC,6,100000006,
2.94432,um,Nucleus,1,TVC,7,100000007,
4.14183,um,Nucleus,1,ATM,10,100000010,
5.10489,um,Nucleus,1,ATM,11,100000011,
