
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
38737.5,87865.1,121.928,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,4,
38698.7,87927.9,97.457,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
