
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
56.0277,um,Surface,1,ATMgroup,0,
13.3906,um,Surface,1,TVCgroup,3,
