
Cell Ellipticity (oblate)
 ==================== 
Cell Ellipticity (oblate),Unit,Category,Time,Default Labels,ID,
0.145605,,Cell,1,ATM,2,
0.142692,,Cell,1,ATM,3,
0.458326,,Cell,1,TVC,6,
0.601871,,Cell,1,TVC,8,
0.586079,,Cell,1,TVC,9,
0.413284,,Cell,1,TVC,10,
