
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
12.8242,24.8242,87.167,um,Surface,BoundingBoxOO Length,1,ATMgroup,0,
17.0858,27.4316,32.3711,um,Surface,BoundingBoxOO Length,1,TVCgroup,2,
