
Nucleus Center of Image Mass Ch=2 Img=1
 ==================== 
Nucleus Center of Image Mass X,Nucleus Center of Image Mass Y,Nucleus Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,CellID,ID,
42881.9,54116.1,-23.338,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,ATM,0,100000000,
42907.9,54139.6,-13.6946,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,ATM,4,100000004,
42884.8,54086.1,-10.4166,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,TVC,1,100000001,
42880.6,54090,-15.3178,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,TVC,2,100000002,
42875.6,54096.3,-11.6396,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,TVC,3,100000003,
