
Cell Nucleus to Cytoplasm Volume Ratio
 ==================== 
Cell Nucleus to Cytoplasm Volume Ratio,Unit,Category,Time,Default Labels,ID,
0.134409,,Cell,1,ATM,0,
0.16678,,Cell,1,TVC,1,
0.333002,,Cell,1,TVC,2,
0.205499,,Cell,1,TVC,3,
0.1225,,Cell,1,ATM,4,
