
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
8.35113,um,Cell,1,ATM,0,
5.43725,um,Cell,1,TVC,1,
7.45915,um,Cell,1,TVC,2,
8.37134,um,Cell,1,ATM,3,
7.54372,um,Cell,1,TVC,4,
6.3802,um,Cell,1,TVC,5,
