
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
41077.2,89707.3,3.55208,um,Surface,Position,1,ATMgroup,4,
41132,89751.6,36.1089,um,Surface,Position,1,TVCgroup,0,
