
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
41077.2,89707.3,3.55208,um,Surface,Center of Homogeneous Mass,1,ATMgroup,4,
41132,89751.6,36.1089,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
