
Cell Cytoplasm Volume
 ==================== 
Cell Cytoplasm Volume,Unit,Category,Time,Default Labels,ID,
719.59,um^3,Cell,1,TVC,10,
775.813,um^3,Cell,1,TVC,11,
7907.87,um^3,Cell,1,ATM,12,
1434.89,um^3,Cell,1,TVC,13,
2133.21,um^3,Cell,1,TVC,14,
7319.15,um^3,Cell,1,ATM,15,
