
Cell Area
 ==================== 
Cell Area,Unit,Category,Time,Default Labels,ID,
848.589,um^2,Cell,1,TVC,3,
1024.61,um^2,Cell,1,TVC,5,
1075.88,um^2,Cell,1,TVC,6,
1255.64,um^2,Cell,1,TVC,7,
1692.18,um^2,Cell,1,ATM,8,
1554.95,um^2,Cell,1,ATM,9,
1114.91,um^2,Cell,1,ATM,12,
