
Cell Distance to Image Border XYZ Img=1
 ==================== 
Cell Distance to Image Border XYZ,Unit,Category,Image,Time,Default Labels,ID,
12.2934,um,Cell,Image 1,1,TVC,3,
7.20645,um,Cell,Image 1,1,TVC,5,
9.7499,um,Cell,Image 1,1,TVC,6,
22.0433,um,Cell,Image 1,1,TVC,7,
9.32599,um,Cell,Image 1,1,ATM,8,
8.47817,um,Cell,Image 1,1,ATM,9,
7.20645,um,Cell,Image 1,1,ATM,12,
