
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
6.06526,um,Cell,1,TVC,1,
6.53024,um,Cell,1,TVC,2,
5.60796,um,Cell,1,TVC,3,
7.54615,um,Cell,1,TVC,4,
8.31229,um,Cell,1,ATM,5,
9.056,um,Cell,1,ATM,6,
