
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
25.0748,um,Surface,1,TVCgroup,0,
24.8592,um,Surface,1,ATMgroup,4,
