
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.188644,-0.30872,-0.932258,um,Surface,Ellipsoid Axis A,1,ATMgroup,4,
-0.364371,-0.0098223,-0.931202,um,Surface,Ellipsoid Axis A,1,TVCgroup,0,
