
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
34636.4,45807.9,92.5132,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,0,
34595.6,45759.9,115.4,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,2,
