
Cell Volume
 ==================== 
Cell Volume,Unit,Category,Time,Default Labels,ID,
1056.82,um^3,Cell,1,TVC,0,
3259.22,um^3,Cell,1,TVC,1,
3407.92,um^3,Cell,1,TVC,2,
1357.38,um^3,Cell,1,TVC,3,
7385.29,um^3,Cell,1,ATM,4,
7711.94,um^3,Cell,1,ATM,5,
