
Cell Volume
 ==================== 
Cell Volume,Unit,Category,Time,Default Labels,ID,
7627.57,um^3,Cell,1,ATM,0,
7633.57,um^3,Cell,1,ATM,1,
772.308,um^3,Cell,1,TVC,2,
2151.55,um^3,Cell,1,TVC,3,
1862.13,um^3,Cell,1,TVC,4,
819.082,um^3,Cell,1,TVC,5,
