
Cell Volume
 ==================== 
Cell Volume,Unit,Category,Time,Default Labels,ID,
1482.64,um^3,Cell,1,TVC,0,
1149.12,um^3,Cell,1,TVC,4,
1667.34,um^3,Cell,1,TVC,5,
1753.59,um^3,Cell,1,TVC,7,
4742.85,um^3,Cell,1,ATM,10,
4490.26,um^3,Cell,1,ATM,11,
