
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
40720.9,91487.1,127.31,um,Surface,Center of Homogeneous Mass,1,ATM,6,
40678.2,91539,125.543,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
