
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.496163,,Cell,1,TVC,0,
0.169258,,Cell,1,TVC,1,
0.342493,,Cell,1,TVC,2,
0.651606,,Cell,1,ATM,3,
0.657896,,Cell,1,ATM,4,
0.373011,,Cell,1,TVC,5,
