
Nucleus Center of Image Mass Ch=2 Img=1
 ==================== 
Nucleus Center of Image Mass X,Nucleus Center of Image Mass Y,Nucleus Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,CellID,ID,
47181.6,56976,84.1622,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,ATM,6,100000004,
47162.3,56954.6,90.9736,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,ATM,7,100000005,
47144.8,56915,63.0124,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,TVC,2,100000000,
47140.1,56906.6,62.9062,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,TVC,3,100000001,
