
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
7.96165,um,Cell,1,ATM,0,
8.19978,um,Cell,1,ATM,1,
5.21087,um,Cell,1,TVC,2,
3.93462,um,Cell,1,TVC,3,
6.55342,um,Cell,1,TVC,4,
6.38026,um,Cell,1,TVC,5,
