
Nucleus Distance from Center of Mass to Cell Membrane
 ==================== 
Nucleus Distance from Center of Mass to Cell Membrane,Unit,Category,Time,Default Labels,CellID,ID,
4.82813,um,Nucleus,1,ATM,4,100000004,
4.25298,um,Nucleus,1,ATM,5,100000005,
2.80807,um,Nucleus,1,TVC,6,100000006,
4.56024,um,Nucleus,1,TVC,7,100000007,
3.4432,um,Nucleus,1,TVC,9,100000009,
3.23508,um,Nucleus,1,TVC,10,100000010,
