
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
7.59759,um,Cell,1,ATM,4,
6.70812,um,Cell,1,ATM,5,
6.06203,um,Cell,1,TVC,6,
6.44656,um,Cell,1,TVC,7,
6.03439,um,Cell,1,TVC,9,
4.47494,um,Cell,1,TVC,10,
