
Nucleus Ellipticity (oblate)
 ==================== 
Nucleus Ellipticity (oblate),Unit,Category,Time,Default Labels,CellID,ID,
0.328222,,Nucleus,1,TVC,1,100000000,
0.549448,,Nucleus,1,TVC,2,100000001,
0.170762,,Nucleus,1,TVC,3,100000002,
0.300447,,Nucleus,1,TVC,4,100000003,
0.594211,,Nucleus,1,TVC,5,100000004,
0.353559,,Nucleus,1,ATM,0,100000005,
