
Nucleus Ellipsoid Axis Length C
 ==================== 
Nucleus Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,CellID,ID,
4.24735,um,Nucleus,1,TVC,1,100000000,
4.67891,um,Nucleus,1,TVC,2,100000001,
7.90777,um,Nucleus,1,TVC,3,100000002,
3.51772,um,Nucleus,1,TVC,4,100000003,
4.66851,um,Nucleus,1,TVC,5,100000004,
5.48725,um,Nucleus,1,ATM,0,100000005,
