
Cell Ellipticity (oblate)
 ==================== 
Cell Ellipticity (oblate),Unit,Category,Time,Default Labels,ID,
0.587561,,Cell,1,TVC,0,
0.344785,,Cell,1,TVC,1,
0.318626,,Cell,1,TVC,2,
0.181309,,Cell,1,TVC,3,
0.158466,,Cell,1,ATM,4,
0.270654,,Cell,1,ATM,5,
