
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
0.0420833,-0.0120256,-0.999042,um,Surface,Ellipsoid Axis B,1,ATMgroup,0,
-0.00438811,0.999778,0.0206109,um,Surface,Ellipsoid Axis B,1,TVC,3,
