
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.872739,-0.486323,0.0426169,um,Surface,Ellipsoid Axis A,1,ATMgroup,0,
0.0807684,-0.0201894,0.996528,um,Surface,Ellipsoid Axis A,1,TVC,3,
