
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
12.8917,um,Surface,1,ATMgroup,0,
10.5437,um,Surface,1,TVCgroup,2,
