
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
43831.8,71658.5,225.586,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,0,
43784.2,71664.8,201.797,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,2,
