
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
0.443937,-0.860466,-0.250036,um,Surface,Ellipsoid Axis C,1,ATMgroup,0,
0.904364,0.42341,0.0533882,um,Surface,Ellipsoid Axis C,1,TVCgroup,2,
