
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
44152.9,60951.5,-28.2835,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,3,
44157.4,60995.3,-28.4273,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,0,
