
Nucleus Sphericity
 ==================== 
Nucleus Sphericity,Unit,Category,Time,Default Labels,CellID,ID,
0.637036,,Nucleus,1,TVC,1,100000000,
0.646437,,Nucleus,1,TVC,3,100000002,
0.632903,,Nucleus,1,TVC,6,100000005,
0.66297,,Nucleus,1,TVC,7,100000006,
0.646212,,Nucleus,1,ATM,10,100000009,
0.659821,,Nucleus,1,ATM,11,100000010,
