
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
43230.9,59189.4,158.061,um,Surface,Center of Homogeneous Mass,1,ATMgroup,4,
43270.2,59154.6,185.794,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
