
Nucleus Relative To Cell Distance from Origin
 ==================== 
Nucleus Relative To Cell Distance from Origin,Unit,Category,Collection,Time,Default Labels,CellID,ID,
3.00182,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,4,100000001,
3.28223,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,5,100000002,
0.71125,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,6,100000003,
2.99872,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,9,100000006,
2.07232,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,10,100000007,
2.74815,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,15,100000012,
