
Nucleus Ellipsoid Axis Length B
 ==================== 
Nucleus Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,CellID,ID,
5.31636,um,Nucleus,1,TVC,0,100000000,
4.53122,um,Nucleus,1,TVC,1,100000001,
5.12633,um,Nucleus,1,TVC,2,100000002,
4.64499,um,Nucleus,1,TVC,3,100000003,
