
Cell Area
 ==================== 
Cell Area,Unit,Category,Time,Default Labels,ID,
2899.63,um^2,Cell,1,TVC,0,
2307.72,um^2,Cell,1,TVC,1,
2985.2,um^2,Cell,1,TVC,2,
2787.65,um^2,Cell,1,TVC,3,
