
Cell Ellipsoid Axis C
 ==================== 
Cell Ellipsoid Axis C X,Cell Ellipsoid Axis C Y,Cell Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
0.532539,-0.65157,0.540239,um,Cell,Cell Ellipsoid Axis C,1,ATM,0,
-0.286092,-0.95373,-0.0924651,um,Cell,Cell Ellipsoid Axis C,1,ATM,1,
-0.3351,0.84258,-0.421625,um,Cell,Cell Ellipsoid Axis C,1,ATM,2,
-0.0490241,-0.976079,0.211815,um,Cell,Cell Ellipsoid Axis C,1,ATM,3,
-0.407664,0.903774,0.13039,um,Cell,Cell Ellipsoid Axis C,1,TVC,4,
0.0347752,-0.238004,0.970641,um,Cell,Cell Ellipsoid Axis C,1,TVC,5,
0.324667,-0.765945,-0.554905,um,Cell,Cell Ellipsoid Axis C,1,TVC,6,
0.110739,-0.822451,0.557953,um,Cell,Cell Ellipsoid Axis C,1,TVC,7,
