
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
46673.3,80734,47.3046,um,Surface,Center of Homogeneous Mass,1,ATM,2,
46695.6,80673.5,27.8891,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
