
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
46672.9,80734.2,47.2935,um,Surface,1,Center of Image Mass,Image 1,1,ATM,2,
46696,80673.7,27.8954,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,0,
