
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
5.25675,um,Cell,1,TVC,0,
5.75918,um,Cell,1,TVC,1,
6.02762,um,Cell,1,ATM,2,
3.82592,um,Cell,1,TVC,3,
7.2734,um,Cell,1,ATM,4,
3.89595,um,Cell,1,TVC,5,
