
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
48221.5,68835.4,26.2687,um,Surface,Position,1,ATM,0,
48182.2,68849.5,-4.58325,um,Surface,Position,1,TVCgroup,1,
