
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
10.8984,21.3691,41.5879,um,Surface,BoundingBoxOO Length,1,ATM,0,
30.8613,27.0664,42.4922,um,Surface,BoundingBoxOO Length,1,TVCgroup,1,
