
Cell Ellipticity (oblate)
 ==================== 
Cell Ellipticity (oblate),Unit,Category,Time,Default Labels,ID,
0.0895981,,Cell,1,ATM,0,
0.639338,,Cell,1,TVC,3,
0.292804,,Cell,1,TVC,4,
0.604578,,Cell,1,TVC,5,
0.354645,,Cell,1,TVC,6,
0.632558,,Cell,1,TVC,8,
0.495896,,Cell,1,TVC,13,
