
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
30.4883,43.8438,30.487,um,Surface,BoundingBoxAA Length,1,TVCgroup,0,
