
Nucleus Ellipsoid Axis Length A
 ==================== 
Nucleus Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,CellID,ID,
1.78411,um,Nucleus,1,TVC,2,100000002,
3.28423,um,Nucleus,1,TVC,3,100000003,
3.55062,um,Nucleus,1,TVC,4,100000004,
3.60933,um,Nucleus,1,ATM,7,100000007,
4.1912,um,Nucleus,1,ATM,8,100000008,
