
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
40108.9,89118.6,35.2342,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,0,
40075,89055.5,48.4214,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,2,
