
Nucleus BoundingBoxOO Length
 ==================== 
Nucleus BoundingBoxOO Length A,Nucleus BoundingBoxOO Length B,Nucleus BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,CellID,ID,
7.47633,9.42711,15.0153,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,8,100000008,
6.95094,10.6912,14.771,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,9,100000009,
5.02547,5.65759,6.89481,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,0,100000000,
5.17761,6.74193,7.88363,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,1,100000001,
5.13561,6.6234,8.52806,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,4,100000004,
4.28676,5.89851,7.34877,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,5,100000005,
