
Cell Ellipsoid Axis A
 ==================== 
Cell Ellipsoid Axis A X,Cell Ellipsoid Axis A Y,Cell Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.140562,-0.988596,0.0540434,um,Cell,Cell Ellipsoid Axis A,1,ATM,0,
0.8311,-0.268844,0.486823,um,Cell,Cell Ellipsoid Axis A,1,TVC,1,
0.0808922,-0.0872963,0.992893,um,Cell,Cell Ellipsoid Axis A,1,TVC,2,
0.65212,-0.327376,0.683787,um,Cell,Cell Ellipsoid Axis A,1,TVC,3,
0.970049,0.234299,-0.0640943,um,Cell,Cell Ellipsoid Axis A,1,TVC,4,
0.285933,-0.87639,0.387535,um,Cell,Cell Ellipsoid Axis A,1,TVC,5,
-0.410992,0.162578,0.897025,um,Cell,Cell Ellipsoid Axis A,1,TVC,6,
